text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_arabic_normalized,talktime_words_arabic,math_density_arabic,has_math_arabic,session_id
3 times 4 equals 12.  30 times 4 equals 120.  Okay.  Did anybody use one to get the other one?  And what is the relationship between these two?  How could you use one of these to get the other one?  Go ahead.,teacher,42,0,,,1.0,3 × 4 = 12. 30 × 4 = 120. حسناً. هل استخدم أحد واحد للحصول على الآخر؟ وما هي العلاقة بين هذين الاثنين؟ كيف يمكنك استخدام واحد من هذه للحصول على الآخر؟ هيا.,3 × 4 = 12. 30 × 4 = 120. حسنا. هل استخدم احد واحد للحصول علي الاخر؟ وما هي العلاقه بين هذين الاثنين؟ كيف يمكنك استخدام واحد من هذه للحصول علي الاخر؟ هيا.,24,0.0,False,3
"15 times 8 is – [inaudible] like 15 plus 15 is 30.  So then you just need to cut the 8 in half, and 30 times 8 is [inaudible].",student,29,0,,1.0,,15 × 8 هو  [غير قابل للسمع] مثل 15 + 15 هو 30. لذلك ثم تحتاج فقط إلى قطع 8 في النصف، و 30 × 8 هو [غير قابل للسمع].,15 × 8 هو [غير قابل للسمع] مثل 15 + 15 هو 30. لذلك ثم تحتاج فقط الي قطع 8 في النصف، و 30 × 8 هو [غير قابل للسمع].,19,0.0,False,3
Okay.  So say that again.  You take the 15 –?,teacher,10,0,1.0,,0.0,حسناً، قل ذلك مرة أخرى، هل تأخذ 15 ؟,حسنا، قل ذلك مره اخري، هل تاخذ 15 ؟,8,0.0,False,3
"You just, if you have 15 plus 15, it’s going to be 30.  And then [inaudible] and then you just add 30 times 4, because [inaudible] 15 plus 15 is 30, and if you have 30 four times then it’s going to equal 120.",student,44,1,,1.0,,أنت فقط، إذا كان لديك 15 زائد 15، فإنه سيكون 30، ثم [غير مسموع] ثم يمكنك فقط إضافة 30 × 4، لأن [غير مسموع] 15 زائد 15 هو 30، وإذا كان لديك 30 أربعة مرات ثم سوف تساوي 120.,انت فقط، اذا كان لديك 15 زائد 15، فانه سيكون 30، ثم [غير مسموع] ثم يمكنك فقط اضافه 30 × 4، لان [غير مسموع] 15 زائد 15 هو 30، واذا كان لديك 30 اربعه مرات ثم سوف تساوي 120.,32,0.1025641025641025,True,3
So [this drew] 15 times 8 equals 30 times 4?,teacher,10,0,1.0,,0.0,اذاً 15 × 8 يساوي 30 × 4؟,اذا 15 × 8 يساوي 30 × 4؟,3,0.125,True,3
Yeah.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False,3
So I heard Student N say that 15 plus 15 is 30.  So those tow factors are related.  How could you describe how those two factors are related?  Student A?,teacher,30,2,,,1.0,لذلك سمعت الطالب N يقول أن 15 + 15 هو 30. لذلك هذه العوامل السحب مرتبطة. كيف يمكنك وصف كيف هذه العوامل ترتبط؟ الطالب A؟,لذلك سمعت الطالب N يقول ان 15 + 15 هو 30. لذلك هذه العوامل السحب مرتبطه. كيف يمكنك وصف كيف هذه العوامل ترتبط؟ الطالب A؟,20,0.0,False,3
"You can tell that they’re related because [inaudible] 30, and then [inaudible] four times, get the same problem.  Half of it is 4, and then [inaudible].",student,26,0,,1.0,,يمكنك أن ترى أنها مرتبطة لأن [غير مسموعة] 30، ثم [غير مسموعة] أربع مرات، الحصول على نفس المشكلة. نصفها هو 4، ثم [غير مسموعة].,يمكنك ان تري انها مرتبطه لان [غير مسموعه] 30، ثم [غير مسموعه] اربع مرات، الحصول علي نفس المشكله. نصفها هو 4، ثم [غير مسموعه].,24,0.0,False,3
"So Student J said that 15 plus 15 is 30, so double 15 you get 30, and Student A is saying that if you take half of 8 you get 4, or you double 4 you get 8.  So this goes this way. 15 times 2 is 30, or double 15 is 30.  This goes the other way.  8 divided by 2, or half of 8 equals 4.  Okay.  How about with a story or with an array?  Anybody show it that way?  Want to show it with an array?  Want to do it on the graph paper or just like that?  Student J, [inaudible]. Okay.  Keep going.  You want to show, with these arrays, that 15 times 8 is the same amount as 30 times 4.  How does that show us the same amount?",teacher,135,5,1.0,,0.0,إذاً قال الطالب J أن 15 + 15 = 30 ، لذلك مضاعفة 15 تحصل على 30 ، و الطالب A يقول أنه إذا أخذت نصف 8 تحصل على 4 ، أو مضاعفة 4 تحصل على 8. لذلك هذا يسير بهذه الطريقة. 15 × 2 = 30 ، أو مضاعفة 15 = 30. هذا يسير في الاتجاه الآخر. 8 مقسمة على 2 ، أو نصف 8 = 4. حسناً. ماذا عن قصة أو مع صف؟ هل يمكن لأي شخص أن يظهر ذلك بهذه الطريقة؟ هل تريد أن تظهر ذلك مع صف؟ تريد أن تفعل ذلك على ورقة الرسم البياني أو مثل ذلك؟ الطالب J ، [غير قابل للسمع] حسناً. مواصلة. تريد أن تظهر ، مع هذه الترتيبات ، أن 15 × 8 هو نفس المبلغ مثل 30 × 4. كيف يظهر هذا لنا نفس المبلغ؟,اذا قال الطالب J ان 15 + 15 = 30 ، لذلك مضاعفه 15 تحصل علي 30 ، و الطالب A يقول انه اذا اخذت نصف 8 تحصل علي 4 ، او مضاعفه 4 تحصل علي 8. لذلك هذا يسير بهذه الطريقه. 15 × 2 = 30 ، او مضاعفه 15 = 30. هذا يسير في الاتجاه الاخر. 8 مقسمه علي 2 ، او نصف 8 = 4. حسنا. ماذا عن قصه او مع صف؟ هل يمكن لاي شخص ان يظهر ذلك بهذه الطريقه؟ هل تريد ان تظهر ذلك مع صف؟ تريد ان تفعل ذلك علي ورقه الرسم البياني او مثل ذلك؟ الطالب J ، [غير قابل للسمع] حسنا. مواصله. تريد ان تظهر ، مع هذه الترتيبات ، ان 15 × 8 هو نفس المبلغ مثل 30 × 4. كيف يظهر هذا لنا نفس المبلغ؟,102,0.0148148148148148,True,3
It’s just like [inaudible].,student,4,0,,,,إنه مثل (غير مُسمع),انه مثل (غير مسمع),4,0.0,False,3
"Okay.  Do that.  Show us.  If you split the 15 times 8, the 8 part in half, the 8 dimension of the array, what do you get?  Okay.  Label that.  And label the other side.  Okay. Step back so people can see that.  Step to the side right there, is good.  How does that show that 15 times 8 is the same as 30 times 4?  Take a look at both those arrays. Student C?",teacher,75,3,,,1.0,حسناً، افعل ذلك. أرنا. إذا قمت بتقسيم 15 × 8، الجزء الثامن إلى النصف، الأبعاد الثمانية للمصفوفة، ما الذي تحصل عليه؟ حسناً. وضع علامة على ذلك. ووضع علامة على الجانب الآخر. حسناً. تراجع حتى يرى الناس ذلك. خطوة إلى الجانب هناك، جيد. كيف يظهر ذلك أن 15 × 8 هو نفس 30 × 4؟ انظر إلى هذين المصفوفين. الطالب C؟,حسنا، افعل ذلك. ارنا. اذا قمت بتقسيم 15 × 8، الجزء الثامن الي النصف، الابعاد الثمانيه للمصفوفه، ما الذي تحصل عليه؟ حسنا. وضع علامه علي ذلك. ووضع علامه علي الجانب الاخر. حسنا. تراجع حتي يري الناس ذلك. خطوه الي الجانب هناك، جيد. كيف يظهر ذلك ان 15 × 8 هو نفس 30 × 4؟ انظر الي هذين المصفوفين. الطالب C؟,53,0.0,False,3
Because –,student,2,0,,,,لأن ,لان,1,0.0,False,3
Do you want to go up and point?,teacher,8,0,,,1.0,هل تريد أن تذهب إلى الأعلى وتشير؟,هل تريد ان تذهب الي الاعلي وتشير؟,7,0.0,False,3
Yes.,student,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False,3
Okay.,teacher,1,0,,,0.0,-حسناً,-حسنا,1,0.0,False,3
"15 is half of 30, and then if you just take 30 and cut it in half –",student,18,0,,0.0,,15 هو نصف 30، ومن ثم إذا كنت فقط تأخذ 30 وقطعها إلى النصف ,15 هو نصف 30، ومن ثم اذا كنت فقط تاخذ 30 وقطعها الي النصف,12,0.0714285714285714,True,3
Sure.,teacher,1,0,0.0,,0.0,-بالطبع,-بالطبع,1,0.0,False,3
"If you take 30 and cut it in half, you can just, like, pretend it’s like a door and then you can flip it over and then you have 15 by 4 [inaudible].",student,33,0,,0.0,,إذا أخذت 30 وقطعتها إلى النصف، يمكنك فقط، مثل، تتظاهر أنها مثل الباب ثم يمكنك أن تلتفتها ثم لديك 15 على 4 [غير مستمع].,اذا اخذت 30 وقطعتها الي النصف، يمكنك فقط، مثل، تتظاهر انها مثل الباب ثم يمكنك ان تلتفتها ثم لديك 15 علي 4 [غير مستمع].,21,0.0,False,3
[Inaudible] on the 30 by 4?  Can you do that?,teacher,10,0,1.0,,0.0,هل يمكنك فعل ذلك؟,هل يمكنك فعل ذلك؟,4,0.0,False,3
"Then this would be 8, then you can just put it like that, and this would be 15.",student,18,0,,0.0,,ثم هذا سيكون 8، ثم يمكنك فقط وضعها هكذا، وهذا سيكون 15.,ثم هذا سيكون 8، ثم يمكنك فقط وضعها هكذا، وهذا سيكون 15.,11,0.0,False,3
"Oh.  So you’re saying you take this, like on a hinge.",teacher,11,0,0.0,,0.0,إذاً تقولين أنكِ تأخذين هذا على مقربة,اذا تقولين انك تاخذين هذا علي مقربه,7,0.0,False,3
Yeah.,student,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False,3
And turn it around this way so that it comes out like that?,teacher,13,0,,,0.0,وتدورها بهذه الطريقة حتى تخرج هكذا؟,وتدورها بهذه الطريقه حتي تخرج هكذا؟,6,0.0,False,3
"Yes.  And then you [inaudible] 15 by 4 array – I mean, 15 by 8 array.",student,16,2,,0.0,,نعم. ومن ثم أنت [غير مستمع] 15 على 4 صف  أعني، 15 على 8 صف.,نعم. ومن ثم انت [غير مستمع] 15 علي 4 صف اعني، 15 علي 8 صف.,11,0.0,False,3
Very good.  Can everybody see that?  Nice explanation.  Nice job.  Take a bow.,teacher,13,0,0.0,,0.0,جيد جداً، هل يمكن للجميع أن يروا ذلك؟ تفسير جيد، عمل جيد، اقفز,جيد جدا، هل يمكن للجميع ان يروا ذلك؟ تفسير جيد، عمل جيد، اقفز,13,0.0,False,3
No.,student,1,0,,,,-كلا .,-كلا .,1,0.0,False,3
"Okay.  You have 15 by 8 over here and Student M divided it up in half.  So what are the dimensions of this side of the array, Student W?  Look up here.  What are the dimensions of this half of this 15 by 8 array?  4 times 15 or 15 times 4.  On this side, Student E?",teacher,57,5,,,0.0,حسنا. لديك 15 × 8 هنا و الطالب M تقسيمها إلى النصف. اذا ما هي أبعاد هذا الجانب من الترتيب، الطالب W؟ انظر هنا. ما هي أبعاد هذا النصف من هذا الترتيب 15 × 8؟ 4 × 15 أو 15 × 4 على هذا الجانب، الطالب E؟,حسنا. لديك 15 × 8 هنا و الطالب M تقسيمها الي النصف. اذا ما هي ابعاد هذا الجانب من الترتيب، الطالب W؟ انظر هنا. ما هي ابعاد هذا النصف من هذا الترتيب 15 × 8؟ 4 × 15 او 15 × 4 علي هذا الجانب، الطالب E؟,35,0.0,False,3
15 times 4.,student,3,0,,,,15 × 4,15 × 4,0,0.0,False,3
15 times 4 again.  And can somebody explain with Student C did? [Inaudible.],teacher,13,0,,,1.0,15 × 4 مرة أخرى. ويمكن لأحد أن يشرح مع الطالب C فعل؟,15 × 4 مره اخري. ويمكن لاحد ان يشرح مع الطالب C فعل؟,9,0.0,False,3
He [inaudible] the other side.,student,5,0,,,,هو [غير مسموع] الجانب الآخر.,هو [غير مسموع] الجانب الاخر.,5,0.0,False,3
So he took the 30 by 4 array and did what?,teacher,11,1,1.0,,0.0,إذاً أخذ المجموعة 30×4 وماذا فعل؟,اذا اخذ المجموعه 30×4 وماذا فعل؟,5,0.0,False,3
And then [inaudible] in half?,student,5,0,,,,ثم [غير مسموع] في النصف؟,ثم [غير مسموع] في النصف؟,5,0.0,False,3
"He like put it on a hinge and swung it around so that it can go down here.   And then he made a new array here, which was what?  What were the dimensions of this new array he made, Student C?",teacher,41,3,0.0,,0.0,كان يضعها على زجاجة و يدور حولها حتى تتمكن من الانزلاق إلى هنا ثم قام بإنشاء صف جديد هنا، الذي كان ماذا؟ ما هي أبعاد هذا المصفوف الجديد,كان يضعها علي زجاجه و يدور حولها حتي تتمكن من الانزلاق الي هنا ثم قام بانشاء صف جديد هنا، الذي كان ماذا؟ ما هي ابعاد هذا المصفوف الجديد,28,0.0,False,3
"15 times 4 – no, 5.",student,6,0,,,,15 × 4  لا، 5.,15 × 4 لا، 5.,1,0.0,False,3
"15 times what?  Remember, he had 4 on this side and then another 4 now.",teacher,15,0,1.0,,0.0,15 مرة ماذا؟ تذكر، كان لديه 4 على هذا الجانب ثم 4 أخرى الآن.,15 مره ماذا؟ تذكر، كان لديه 4 علي هذا الجانب ثم 4 اخري الان.,11,0.0,False,3
"Oh, 8.",student,2,0,,,,ثمانية,ثمانيه,1,1.0,True,3
"15 times 8, right?  He doubled the size of this and made this size half.  It’s a nice picture.  Let me show it on here where it’s a little easier to see, perhaps. So what Student A did was she took the – excuse me, not Student A – Student M did, was she took a 15 by 4 array like this. Let’s see – one, two, three – 15 by 8 array.  Excuse me. 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12.  Did I count right? 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15.  By 8 array.  Now, I don’t know if I’ll be able to fit 8.  It doesn’t look like I’ll be able to fit a 30 by 4 array on here.  All right.  So I have 15 over here, 8 over here. And what Student M did is we took that and divided it right in half. How can we do the opposite thing, from out from Student M’s to show what Student C – how can we go backwards to show Student C’s original 30 by 4 array?  What would we have to do?  Student C took that long 30 by 4 array and made it on a hinge, and put them side by side, right – kind of in half, and then swung it around to make this.  What would we have to do to Student M’s to make Student C’s original one? Student B?",teacher,252,7,,,0.0,"15 × 8, صحيح؟ ضاعف حجم هذا وجعل هذا الحجم نصف.  صورة جميلة. دعوني أريها هنا حيث  هو أسهل قليلاً في الرؤية، ربما. لذلك ما فعله الطالب A هو أنها أخذت  عذراً لي، وليس الطالب A  الطالب M، هو أنها أخذت 15 × 4 الترتيب مثل هذا. دعونا نرى  واحد، اثنان، ثلاثة  15 × 8 الترتيب. عذراً لي. 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12. هل عدت الحق؟ 1, 2, 3, 4, 5, 6, 6, 6, 6, 7, 8, 9, 10, 10, 8, 8, 8, 10, 11, 12, 13, 14, 15.","15 × 8, صحيح؟ ضاعف حجم هذا وجعل هذا الحجم نصف. صوره جميله. دعوني اريها هنا حيث هو اسهل قليلا في الرؤيه، ربما. لذلك ما فعله الطالب A هو انها اخذت عذرا لي، وليس الطالب A الطالب M، هو انها اخذت 15 × 4 الترتيب مثل هذا. دعونا نري واحد، اثنان، ثلاثه 15 × 8 الترتيب. عذرا لي. 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12. هل عدت الحق؟ 1, 2, 3, 4, 5, 6, 6, 6, 6, 7, 8, 9, 10, 10, 8, 8, 8, 10, 11, 12, 13, 14, 15.",50,0.0104166666666666,True,3
